Rpeaks,Participant,Sampling_Rate,Database
455701,MIT-Normal_06,128,MIT-Normal
455820,MIT-Normal_06,128,MIT-Normal
455941,MIT-Normal_06,128,MIT-Normal
456051,MIT-Normal_06,128,MIT-Normal
456158,MIT-Normal_06,128,MIT-Normal
456264,MIT-Normal_06,128,MIT-Normal
456371,MIT-Normal_06,128,MIT-Normal
456476,MIT-Normal_06,128,MIT-Normal
456577,MIT-Normal_06,128,MIT-Normal
456671,MIT-Normal_06,128,MIT-Normal
456768,MIT-Normal_06,128,MIT-Normal
456864,MIT-Normal_06,128,MIT-Normal
456964,MIT-Normal_06,128,MIT-Normal
457068,MIT-Normal_06,128,MIT-Normal
457175,MIT-Normal_06,128,MIT-Normal
457278,MIT-Normal_06,128,MIT-Normal
457376,MIT-Normal_06,128,MIT-Normal
457473,MIT-Normal_06,128,MIT-Normal
457569,MIT-Normal_06,128,MIT-Normal
457665,MIT-Normal_06,128,MIT-Normal
457762,MIT-Normal_06,128,MIT-Normal
457862,MIT-Normal_06,128,MIT-Normal
457959,MIT-Normal_06,128,MIT-Normal
458053,MIT-Normal_06,128,MIT-Normal
458148,MIT-Normal_06,128,MIT-Normal
458243,MIT-Normal_06,128,MIT-Normal
458343,MIT-Normal_06,128,MIT-Normal
458443,MIT-Normal_06,128,MIT-Normal
458538,MIT-Normal_06,128,MIT-Normal
458633,MIT-Normal_06,128,MIT-Normal
458729,MIT-Normal_06,128,MIT-Normal
458828,MIT-Normal_06,128,MIT-Normal
458929,MIT-Normal_06,128,MIT-Normal
459032,MIT-Normal_06,128,MIT-Normal
459133,MIT-Normal_06,128,MIT-Normal
459232,MIT-Normal_06,128,MIT-Normal
459328,MIT-Normal_06,128,MIT-Normal
459423,MIT-Normal_06,128,MIT-Normal
459512,MIT-Normal_06,128,MIT-Normal
459600,MIT-Normal_06,128,MIT-Normal
459688,MIT-Normal_06,128,MIT-Normal
459776,MIT-Normal_06,128,MIT-Normal
459863,MIT-Normal_06,128,MIT-Normal
459949,MIT-Normal_06,128,MIT-Normal
460036,MIT-Normal_06,128,MIT-Normal
460126,MIT-Normal_06,128,MIT-Normal
460224,MIT-Normal_06,128,MIT-Normal
460330,MIT-Normal_06,128,MIT-Normal
460444,MIT-Normal_06,128,MIT-Normal
460566,MIT-Normal_06,128,MIT-Normal
460686,MIT-Normal_06,128,MIT-Normal
35,MIT-Normal_07,128,MIT-Normal
98,MIT-Normal_07,128,MIT-Normal
161,MIT-Normal_07,128,MIT-Normal
223,MIT-Normal_07,128,MIT-Normal
286,MIT-Normal_07,128,MIT-Normal
348,MIT-Normal_07,128,MIT-Normal
410,MIT-Normal_07,128,MIT-Normal
473,MIT-Normal_07,128,MIT-Normal
535,MIT-Normal_07,128,MIT-Normal
597,MIT-Normal_07,128,MIT-Normal
659,MIT-Normal_07,128,MIT-Normal
722,MIT-Normal_07,128,MIT-Normal
783,MIT-Normal_07,128,MIT-Normal
845,MIT-Normal_07,128,MIT-Normal
908,MIT-Normal_07,128,MIT-Normal
971,MIT-Normal_07,128,MIT-Normal
1035,MIT-Normal_07,128,MIT-Normal
1097,MIT-Normal_07,128,MIT-Normal
1160,MIT-Normal_07,128,MIT-Normal
1224,MIT-Normal_07,128,MIT-Normal
1285,MIT-Normal_07,128,MIT-Normal
1349,MIT-Normal_07,128,MIT-Normal
1411,MIT-Normal_07,128,MIT-Normal
1474,MIT-Normal_07,128,MIT-Normal
1536,MIT-Normal_07,128,MIT-Normal
1600,MIT-Normal_07,128,MIT-Normal
1662,MIT-Normal_07,128,MIT-Normal
1725,MIT-Normal_07,128,MIT-Normal
1789,MIT-Normal_07,128,MIT-Normal
1854,MIT-Normal_07,128,MIT-Normal
1918,MIT-Normal_07,128,MIT-Normal
1984,MIT-Normal_07,128,MIT-Normal
2050,MIT-Normal_07,128,MIT-Normal
2116,MIT-Normal_07,128,MIT-Normal
2182,MIT-Normal_07,128,MIT-Normal
2249,MIT-Normal_07,128,MIT-Normal
2315,MIT-Normal_07,128,MIT-Normal
2380,MIT-Normal_07,128,MIT-Normal
2446,MIT-Normal_07,128,MIT-Normal
2511,MIT-Normal_07,128,MIT-Normal
2577,MIT-Normal_07,128,MIT-Normal
2642,MIT-Normal_07,128,MIT-Normal
2708,MIT-Normal_07,128,MIT-Normal
2772,MIT-Normal_07,128,MIT-Normal
2835,MIT-Normal_07,128,MIT-Normal
2900,MIT-Normal_07,128,MIT-Normal
2964,MIT-Normal_07,128,MIT-Normal
3028,MIT-Normal_07,128,MIT-Normal
3091,MIT-Normal_07,128,MIT-Normal
3155,MIT-Normal_07,128,MIT-Normal
3219,MIT-Normal_07,128,MIT-Normal
3283,MIT-Normal_07,128,MIT-Normal
3349,MIT-Normal_07,128,MIT-Normal
3414,MIT-Normal_07,128,MIT-Normal
3481,MIT-Normal_07,128,MIT-Normal
3548,MIT-Normal_07,128,MIT-Normal
3615,MIT-Normal_07,128,MIT-Normal
3685,MIT-Normal_07,128,MIT-Normal
3754,MIT-Normal_07,128,MIT-Normal
3823,MIT-Normal_07,128,MIT-Normal
3892,MIT-Normal_07,128,MIT-Normal
3960,MIT-Normal_07,128,MIT-Normal
4029,MIT-Normal_07,128,MIT-Normal
4095,MIT-Normal_07,128,MIT-Normal
4163,MIT-Normal_07,128,MIT-Normal
4230,MIT-Normal_07,128,MIT-Normal
4296,MIT-Normal_07,128,MIT-Normal
4365,MIT-Normal_07,128,MIT-Normal
4431,MIT-Normal_07,128,MIT-Normal
4499,MIT-Normal_07,128,MIT-Normal
4566,MIT-Normal_07,128,MIT-Normal
4634,MIT-Normal_07,128,MIT-Normal
4701,MIT-Normal_07,128,MIT-Normal
4766,MIT-Normal_07,128,MIT-Normal
4832,MIT-Normal_07,128,MIT-Normal
4899,MIT-Normal_07,128,MIT-Normal
4964,MIT-Normal_07,128,MIT-Normal
5029,MIT-Normal_07,128,MIT-Normal
5094,MIT-Normal_07,128,MIT-Normal
5160,MIT-Normal_07,128,MIT-Normal
5226,MIT-Normal_07,128,MIT-Normal
5292,MIT-Normal_07,128,MIT-Normal
5358,MIT-Normal_07,128,MIT-Normal
5424,MIT-Normal_07,128,MIT-Normal
5491,MIT-Normal_07,128,MIT-Normal
5556,MIT-Normal_07,128,MIT-Normal
5622,MIT-Normal_07,128,MIT-Normal
5687,MIT-Normal_07,128,MIT-Normal
5753,MIT-Normal_07,128,MIT-Normal
5817,MIT-Normal_07,128,MIT-Normal
5882,MIT-Normal_07,128,MIT-Normal
5946,MIT-Normal_07,128,MIT-Normal
6010,MIT-Normal_07,128,MIT-Normal
6075,MIT-Normal_07,128,MIT-Normal
6140,MIT-Normal_07,128,MIT-Normal
6204,MIT-Normal_07,128,MIT-Normal
6269,MIT-Normal_07,128,MIT-Normal
6334,MIT-Normal_07,128,MIT-Normal
6400,MIT-Normal_07,128,MIT-Normal
6467,MIT-Normal_07,128,MIT-Normal
6534,MIT-Normal_07,128,MIT-Normal
6601,MIT-Normal_07,128,MIT-Normal
6669,MIT-Normal_07,128,MIT-Normal
6736,MIT-Normal_07,128,MIT-Normal
6802,MIT-Normal_07,128,MIT-Normal
6868,MIT-Normal_07,128,MIT-Normal
6932,MIT-Normal_07,128,MIT-Normal
6997,MIT-Normal_07,128,MIT-Normal
7062,MIT-Normal_07,128,MIT-Normal
7126,MIT-Normal_07,128,MIT-Normal
7189,MIT-Normal_07,128,MIT-Normal
7253,MIT-Normal_07,128,MIT-Normal
7316,MIT-Normal_07,128,MIT-Normal
7379,MIT-Normal_07,128,MIT-Normal
7445,MIT-Normal_07,128,MIT-Normal
7510,MIT-Normal_07,128,MIT-Normal
7576,MIT-Normal_07,128,MIT-Normal
7643,MIT-Normal_07,128,MIT-Normal
7711,MIT-Normal_07,128,MIT-Normal
7779,MIT-Normal_07,128,MIT-Normal
7850,MIT-Normal_07,128,MIT-Normal
7919,MIT-Normal_07,128,MIT-Normal
7988,MIT-Normal_07,128,MIT-Normal
8054,MIT-Normal_07,128,MIT-Normal
8122,MIT-Normal_07,128,MIT-Normal
8189,MIT-Normal_07,128,MIT-Normal
8256,MIT-Normal_07,128,MIT-Normal
8322,MIT-Normal_07,128,MIT-Normal
8388,MIT-Normal_07,128,MIT-Normal
8454,MIT-Normal_07,128,MIT-Normal
8520,MIT-Normal_07,128,MIT-Normal
8585,MIT-Normal_07,128,MIT-Normal
8648,MIT-Normal_07,128,MIT-Normal
8713,MIT-Normal_07,128,MIT-Normal
8777,MIT-Normal_07,128,MIT-Normal
8841,MIT-Normal_07,128,MIT-Normal
8906,MIT-Normal_07,128,MIT-Normal
8970,MIT-Normal_07,128,MIT-Normal
9036,MIT-Normal_07,128,MIT-Normal
9102,MIT-Normal_07,128,MIT-Normal
9166,MIT-Normal_07,128,MIT-Normal
9232,MIT-Normal_07,128,MIT-Normal
9297,MIT-Normal_07,128,MIT-Normal
9362,MIT-Normal_07,128,MIT-Normal
9427,MIT-Normal_07,128,MIT-Normal
9489,MIT-Normal_07,128,MIT-Normal
9553,MIT-Normal_07,128,MIT-Normal
9617,MIT-Normal_07,128,MIT-Normal
9682,MIT-Normal_07,128,MIT-Normal
9746,MIT-Normal_07,128,MIT-Normal
9809,MIT-Normal_07,128,MIT-Normal
9874,MIT-Normal_07,128,MIT-Normal
9940,MIT-Normal_07,128,MIT-Normal
10004,MIT-Normal_07,128,MIT-Normal
10068,MIT-Normal_07,128,MIT-Normal
10132,MIT-Normal_07,128,MIT-Normal
10196,MIT-Normal_07,128,MIT-Normal
10260,MIT-Normal_07,128,MIT-Normal
10326,MIT-Normal_07,128,MIT-Normal
10393,MIT-Normal_07,128,MIT-Normal
10462,MIT-Normal_07,128,MIT-Normal
10530,MIT-Normal_07,128,MIT-Normal
10598,MIT-Normal_07,128,MIT-Normal
10667,MIT-Normal_07,128,MIT-Normal
10734,MIT-Normal_07,128,MIT-Normal
10800,MIT-Normal_07,128,MIT-Normal
10867,MIT-Normal_07,128,MIT-Normal
10934,MIT-Normal_07,128,MIT-Normal
11000,MIT-Normal_07,128,MIT-Normal
11065,MIT-Normal_07,128,MIT-Normal
11131,MIT-Normal_07,128,MIT-Normal
11196,MIT-Normal_07,128,MIT-Normal
11263,MIT-Normal_07,128,MIT-Normal
11329,MIT-Normal_07,128,MIT-Normal
11394,MIT-Normal_07,128,MIT-Normal
11459,MIT-Normal_07,128,MIT-Normal
11523,MIT-Normal_07,128,MIT-Normal
11588,MIT-Normal_07,128,MIT-Normal
11652,MIT-Normal_07,128,MIT-Normal
11715,MIT-Normal_07,128,MIT-Normal
11779,MIT-Normal_07,128,MIT-Normal
11841,MIT-Normal_07,128,MIT-Normal
11904,MIT-Normal_07,128,MIT-Normal
11966,MIT-Normal_07,128,MIT-Normal
12028,MIT-Normal_07,128,MIT-Normal
12091,MIT-Normal_07,128,MIT-Normal
12154,MIT-Normal_07,128,MIT-Normal
12218,MIT-Normal_07,128,MIT-Normal
12281,MIT-Normal_07,128,MIT-Normal
12343,MIT-Normal_07,128,MIT-Normal
12407,MIT-Normal_07,128,MIT-Normal
12473,MIT-Normal_07,128,MIT-Normal
12542,MIT-Normal_07,128,MIT-Normal
12614,MIT-Normal_07,128,MIT-Normal
12689,MIT-Normal_07,128,MIT-Normal
12763,MIT-Normal_07,128,MIT-Normal
12836,MIT-Normal_07,128,MIT-Normal
12909,MIT-Normal_07,128,MIT-Normal
12980,MIT-Normal_07,128,MIT-Normal
13052,MIT-Normal_07,128,MIT-Normal
13124,MIT-Normal_07,128,MIT-Normal
13197,MIT-Normal_07,128,MIT-Normal
13268,MIT-Normal_07,128,MIT-Normal
13340,MIT-Normal_07,128,MIT-Normal
13410,MIT-Normal_07,128,MIT-Normal
13479,MIT-Normal_07,128,MIT-Normal
13548,MIT-Normal_07,128,MIT-Normal
13615,MIT-Normal_07,128,MIT-Normal
14214,MIT-Normal_07,128,MIT-Normal
14282,MIT-Normal_07,128,MIT-Normal
14350,MIT-Normal_07,128,MIT-Normal
14418,MIT-Normal_07,128,MIT-Normal
14486,MIT-Normal_07,128,MIT-Normal
14552,MIT-Normal_07,128,MIT-Normal
14619,MIT-Normal_07,128,MIT-Normal
14683,MIT-Normal_07,128,MIT-Normal
14749,MIT-Normal_07,128,MIT-Normal
14815,MIT-Normal_07,128,MIT-Normal
14881,MIT-Normal_07,128,MIT-Normal
14946,MIT-Normal_07,128,MIT-Normal
15012,MIT-Normal_07,128,MIT-Normal
15077,MIT-Normal_07,128,MIT-Normal
15143,MIT-Normal_07,128,MIT-Normal
15210,MIT-Normal_07,128,MIT-Normal
15277,MIT-Normal_07,128,MIT-Normal
15345,MIT-Normal_07,128,MIT-Normal
15410,MIT-Normal_07,128,MIT-Normal
15479,MIT-Normal_07,128,MIT-Normal
15547,MIT-Normal_07,128,MIT-Normal
15615,MIT-Normal_07,128,MIT-Normal
15685,MIT-Normal_07,128,MIT-Normal
15753,MIT-Normal_07,128,MIT-Normal
15824,MIT-Normal_07,128,MIT-Normal
15894,MIT-Normal_07,128,MIT-Normal
15964,MIT-Normal_07,128,MIT-Normal
16035,MIT-Normal_07,128,MIT-Normal
16105,MIT-Normal_07,128,MIT-Normal
16177,MIT-Normal_07,128,MIT-Normal
16247,MIT-Normal_07,128,MIT-Normal
16317,MIT-Normal_07,128,MIT-Normal
16386,MIT-Normal_07,128,MIT-Normal
16457,MIT-Normal_07,128,MIT-Normal
16526,MIT-Normal_07,128,MIT-Normal
16597,MIT-Normal_07,128,MIT-Normal
16666,MIT-Normal_07,128,MIT-Normal
16733,MIT-Normal_07,128,MIT-Normal
16802,MIT-Normal_07,128,MIT-Normal
16872,MIT-Normal_07,128,MIT-Normal
16940,MIT-Normal_07,128,MIT-Normal
17007,MIT-Normal_07,128,MIT-Normal
17076,MIT-Normal_07,128,MIT-Normal
17143,MIT-Normal_07,128,MIT-Normal
17211,MIT-Normal_07,128,MIT-Normal
17279,MIT-Normal_07,128,MIT-Normal
17346,MIT-Normal_07,128,MIT-Normal
17414,MIT-Normal_07,128,MIT-Normal
17481,MIT-Normal_07,128,MIT-Normal
17549,MIT-Normal_07,128,MIT-Normal
17617,MIT-Normal_07,128,MIT-Normal
17683,MIT-Normal_07,128,MIT-Normal
17749,MIT-Normal_07,128,MIT-Normal
17816,MIT-Normal_07,128,MIT-Normal
17882,MIT-Normal_07,128,MIT-Normal
17950,MIT-Normal_07,128,MIT-Normal
18018,MIT-Normal_07,128,MIT-Normal
18088,MIT-Normal_07,128,MIT-Normal
18159,MIT-Normal_07,128,MIT-Normal
18228,MIT-Normal_07,128,MIT-Normal
18300,MIT-Normal_07,128,MIT-Normal
18369,MIT-Normal_07,128,MIT-Normal
18440,MIT-Normal_07,128,MIT-Normal
18509,MIT-Normal_07,128,MIT-Normal
18577,MIT-Normal_07,128,MIT-Normal
18647,MIT-Normal_07,128,MIT-Normal
18715,MIT-Normal_07,128,MIT-Normal
18782,MIT-Normal_07,128,MIT-Normal
18849,MIT-Normal_07,128,MIT-Normal
18916,MIT-Normal_07,128,MIT-Normal
18984,MIT-Normal_07,128,MIT-Normal
19053,MIT-Normal_07,128,MIT-Normal
19122,MIT-Normal_07,128,MIT-Normal
19194,MIT-Normal_07,128,MIT-Normal
19264,MIT-Normal_07,128,MIT-Normal
19334,MIT-Normal_07,128,MIT-Normal
19403,MIT-Normal_07,128,MIT-Normal
19474,MIT-Normal_07,128,MIT-Normal
19543,MIT-Normal_07,128,MIT-Normal
19612,MIT-Normal_07,128,MIT-Normal
19681,MIT-Normal_07,128,MIT-Normal
19748,MIT-Normal_07,128,MIT-Normal
19815,MIT-Normal_07,128,MIT-Normal
19884,MIT-Normal_07,128,MIT-Normal
19953,MIT-Normal_07,128,MIT-Normal
20023,MIT-Normal_07,128,MIT-Normal
20093,MIT-Normal_07,128,MIT-Normal
20162,MIT-Normal_07,128,MIT-Normal
20231,MIT-Normal_07,128,MIT-Normal
20301,MIT-Normal_07,128,MIT-Normal
20372,MIT-Normal_07,128,MIT-Normal
20441,MIT-Normal_07,128,MIT-Normal
20511,MIT-Normal_07,128,MIT-Normal
20580,MIT-Normal_07,128,MIT-Normal
20650,MIT-Normal_07,128,MIT-Normal
20718,MIT-Normal_07,128,MIT-Normal
20787,MIT-Normal_07,128,MIT-Normal
20856,MIT-Normal_07,128,MIT-Normal
20924,MIT-Normal_07,128,MIT-Normal
20992,MIT-Normal_07,128,MIT-Normal
21060,MIT-Normal_07,128,MIT-Normal
21127,MIT-Normal_07,128,MIT-Normal
21197,MIT-Normal_07,128,MIT-Normal
21266,MIT-Normal_07,128,MIT-Normal
21334,MIT-Normal_07,128,MIT-Normal
21401,MIT-Normal_07,128,MIT-Normal
21470,MIT-Normal_07,128,MIT-Normal
21537,MIT-Normal_07,128,MIT-Normal
21606,MIT-Normal_07,128,MIT-Normal
21673,MIT-Normal_07,128,MIT-Normal
21742,MIT-Normal_07,128,MIT-Normal
21811,MIT-Normal_07,128,MIT-Normal
21880,MIT-Normal_07,128,MIT-Normal
21951,MIT-Normal_07,128,MIT-Normal
22021,MIT-Normal_07,128,MIT-Normal
22091,MIT-Normal_07,128,MIT-Normal
22160,MIT-Normal_07,128,MIT-Normal
22230,MIT-Normal_07,128,MIT-Normal
22299,MIT-Normal_07,128,MIT-Normal
22368,MIT-Normal_07,128,MIT-Normal
22436,MIT-Normal_07,128,MIT-Normal
22504,MIT-Normal_07,128,MIT-Normal
22571,MIT-Normal_07,128,MIT-Normal
22641,MIT-Normal_07,128,MIT-Normal
22709,MIT-Normal_07,128,MIT-Normal
22779,MIT-Normal_07,128,MIT-Normal
22847,MIT-Normal_07,128,MIT-Normal
22917,MIT-Normal_07,128,MIT-Normal
22987,MIT-Normal_07,128,MIT-Normal
23056,MIT-Normal_07,128,MIT-Normal
23125,MIT-Normal_07,128,MIT-Normal
23194,MIT-Normal_07,128,MIT-Normal
23263,MIT-Normal_07,128,MIT-Normal
23332,MIT-Normal_07,128,MIT-Normal
23400,MIT-Normal_07,128,MIT-Normal
23469,MIT-Normal_07,128,MIT-Normal
23537,MIT-Normal_07,128,MIT-Normal
23606,MIT-Normal_07,128,MIT-Normal
23675,MIT-Normal_07,128,MIT-Normal
23742,MIT-Normal_07,128,MIT-Normal
23810,MIT-Normal_07,128,MIT-Normal
23877,MIT-Normal_07,128,MIT-Normal
23944,MIT-Normal_07,128,MIT-Normal
24011,MIT-Normal_07,128,MIT-Normal
24076,MIT-Normal_07,128,MIT-Normal
24141,MIT-Normal_07,128,MIT-Normal
24206,MIT-Normal_07,128,MIT-Normal
24269,MIT-Normal_07,128,MIT-Normal
24334,MIT-Normal_07,128,MIT-Normal
24398,MIT-Normal_07,128,MIT-Normal
24461,MIT-Normal_07,128,MIT-Normal
24527,MIT-Normal_07,128,MIT-Normal
24594,MIT-Normal_07,128,MIT-Normal
24662,MIT-Normal_07,128,MIT-Normal
24730,MIT-Normal_07,128,MIT-Normal
24800,MIT-Normal_07,128,MIT-Normal
24871,MIT-Normal_07,128,MIT-Normal
24943,MIT-Normal_07,128,MIT-Normal
25012,MIT-Normal_07,128,MIT-Normal
25082,MIT-Normal_07,128,MIT-Normal
25150,MIT-Normal_07,128,MIT-Normal
25218,MIT-Normal_07,128,MIT-Normal
25285,MIT-Normal_07,128,MIT-Normal
25353,MIT-Normal_07,128,MIT-Normal
25418,MIT-Normal_07,128,MIT-Normal
25486,MIT-Normal_07,128,MIT-Normal
25554,MIT-Normal_07,128,MIT-Normal
25622,MIT-Normal_07,128,MIT-Normal
25690,MIT-Normal_07,128,MIT-Normal
25757,MIT-Normal_07,128,MIT-Normal
25827,MIT-Normal_07,128,MIT-Normal
25895,MIT-Normal_07,128,MIT-Normal
25964,MIT-Normal_07,128,MIT-Normal
26031,MIT-Normal_07,128,MIT-Normal
26100,MIT-Normal_07,128,MIT-Normal
26168,MIT-Normal_07,128,MIT-Normal
26233,MIT-Normal_07,128,MIT-Normal
26301,MIT-Normal_07,128,MIT-Normal
26367,MIT-Normal_07,128,MIT-Normal
26435,MIT-Normal_07,128,MIT-Normal
26502,MIT-Normal_07,128,MIT-Normal
26570,MIT-Normal_07,128,MIT-Normal
26639,MIT-Normal_07,128,MIT-Normal
26709,MIT-Normal_07,128,MIT-Normal
26778,MIT-Normal_07,128,MIT-Normal
26847,MIT-Normal_07,128,MIT-Normal
26916,MIT-Normal_07,128,MIT-Normal
26984,MIT-Normal_07,128,MIT-Normal
27051,MIT-Normal_07,128,MIT-Normal
27121,MIT-Normal_07,128,MIT-Normal
27189,MIT-Normal_07,128,MIT-Normal
27257,MIT-Normal_07,128,MIT-Normal
27326,MIT-Normal_07,128,MIT-Normal
27394,MIT-Normal_07,128,MIT-Normal
27462,MIT-Normal_07,128,MIT-Normal
27529,MIT-Normal_07,128,MIT-Normal
27596,MIT-Normal_07,128,MIT-Normal
27665,MIT-Normal_07,128,MIT-Normal
27733,MIT-Normal_07,128,MIT-Normal
27800,MIT-Normal_07,128,MIT-Normal
27869,MIT-Normal_07,128,MIT-Normal
27938,MIT-Normal_07,128,MIT-Normal
28006,MIT-Normal_07,128,MIT-Normal
28075,MIT-Normal_07,128,MIT-Normal
28143,MIT-Normal_07,128,MIT-Normal
28212,MIT-Normal_07,128,MIT-Normal
28282,MIT-Normal_07,128,MIT-Normal
28351,MIT-Normal_07,128,MIT-Normal
28420,MIT-Normal_07,128,MIT-Normal
28490,MIT-Normal_07,128,MIT-Normal
28558,MIT-Normal_07,128,MIT-Normal
28626,MIT-Normal_07,128,MIT-Normal
28693,MIT-Normal_07,128,MIT-Normal
28760,MIT-Normal_07,128,MIT-Normal
28826,MIT-Normal_07,128,MIT-Normal
28892,MIT-Normal_07,128,MIT-Normal
28957,MIT-Normal_07,128,MIT-Normal
29023,MIT-Normal_07,128,MIT-Normal
29088,MIT-Normal_07,128,MIT-Normal
29154,MIT-Normal_07,128,MIT-Normal
29220,MIT-Normal_07,128,MIT-Normal
29286,MIT-Normal_07,128,MIT-Normal
29353,MIT-Normal_07,128,MIT-Normal
29420,MIT-Normal_07,128,MIT-Normal
29486,MIT-Normal_07,128,MIT-Normal
29551,MIT-Normal_07,128,MIT-Normal
29619,MIT-Normal_07,128,MIT-Normal
29685,MIT-Normal_07,128,MIT-Normal
29751,MIT-Normal_07,128,MIT-Normal
29816,MIT-Normal_07,128,MIT-Normal
29883,MIT-Normal_07,128,MIT-Normal
29948,MIT-Normal_07,128,MIT-Normal
30014,MIT-Normal_07,128,MIT-Normal
30082,MIT-Normal_07,128,MIT-Normal
30152,MIT-Normal_07,128,MIT-Normal
30221,MIT-Normal_07,128,MIT-Normal
30291,MIT-Normal_07,128,MIT-Normal
30359,MIT-Normal_07,128,MIT-Normal
30428,MIT-Normal_07,128,MIT-Normal
30497,MIT-Normal_07,128,MIT-Normal
30564,MIT-Normal_07,128,MIT-Normal
30631,MIT-Normal_07,128,MIT-Normal
30698,MIT-Normal_07,128,MIT-Normal
30765,MIT-Normal_07,128,MIT-Normal
30832,MIT-Normal_07,128,MIT-Normal
30898,MIT-Normal_07,128,MIT-Normal
30964,MIT-Normal_07,128,MIT-Normal
31031,MIT-Normal_07,128,MIT-Normal
31095,MIT-Normal_07,128,MIT-Normal
31162,MIT-Normal_07,128,MIT-Normal
31228,MIT-Normal_07,128,MIT-Normal
31293,MIT-Normal_07,128,MIT-Normal
31360,MIT-Normal_07,128,MIT-Normal
31424,MIT-Normal_07,128,MIT-Normal
31490,MIT-Normal_07,128,MIT-Normal
31557,MIT-Normal_07,128,MIT-Normal
31623,MIT-Normal_07,128,MIT-Normal
31690,MIT-Normal_07,128,MIT-Normal
31757,MIT-Normal_07,128,MIT-Normal
31824,MIT-Normal_07,128,MIT-Normal
31890,MIT-Normal_07,128,MIT-Normal
31956,MIT-Normal_07,128,MIT-Normal
32024,MIT-Normal_07,128,MIT-Normal
32091,MIT-Normal_07,128,MIT-Normal
32156,MIT-Normal_07,128,MIT-Normal
32224,MIT-Normal_07,128,MIT-Normal
32289,MIT-Normal_07,128,MIT-Normal
32357,MIT-Normal_07,128,MIT-Normal
32422,MIT-Normal_07,128,MIT-Normal
32489,MIT-Normal_07,128,MIT-Normal
32554,MIT-Normal_07,128,MIT-Normal
32622,MIT-Normal_07,128,MIT-Normal
32688,MIT-Normal_07,128,MIT-Normal
32754,MIT-Normal_07,128,MIT-Normal
32821,MIT-Normal_07,128,MIT-Normal
32887,MIT-Normal_07,128,MIT-Normal
32954,MIT-Normal_07,128,MIT-Normal
33020,MIT-Normal_07,128,MIT-Normal
33087,MIT-Normal_07,128,MIT-Normal
33153,MIT-Normal_07,128,MIT-Normal
33222,MIT-Normal_07,128,MIT-Normal
33289,MIT-Normal_07,128,MIT-Normal
33357,MIT-Normal_07,128,MIT-Normal
33424,MIT-Normal_07,128,MIT-Normal
33490,MIT-Normal_07,128,MIT-Normal
33558,MIT-Normal_07,128,MIT-Normal
33623,MIT-Normal_07,128,MIT-Normal
33688,MIT-Normal_07,128,MIT-Normal
33754,MIT-Normal_07,128,MIT-Normal
33819,MIT-Normal_07,128,MIT-Normal
33884,MIT-Normal_07,128,MIT-Normal
33949,MIT-Normal_07,128,MIT-Normal
34016,MIT-Normal_07,128,MIT-Normal
34084,MIT-Normal_07,128,MIT-Normal
34151,MIT-Normal_07,128,MIT-Normal
34217,MIT-Normal_07,128,MIT-Normal
34284,MIT-Normal_07,128,MIT-Normal
34352,MIT-Normal_07,128,MIT-Normal
34419,MIT-Normal_07,128,MIT-Normal
34487,MIT-Normal_07,128,MIT-Normal
34555,MIT-Normal_07,128,MIT-Normal
34624,MIT-Normal_07,128,MIT-Normal
34691,MIT-Normal_07,128,MIT-Normal
34758,MIT-Normal_07,128,MIT-Normal
34825,MIT-Normal_07,128,MIT-Normal
34890,MIT-Normal_07,128,MIT-Normal
34956,MIT-Normal_07,128,MIT-Normal
35022,MIT-Normal_07,128,MIT-Normal
35088,MIT-Normal_07,128,MIT-Normal
35153,MIT-Normal_07,128,MIT-Normal
35220,MIT-Normal_07,128,MIT-Normal
35286,MIT-Normal_07,128,MIT-Normal
35352,MIT-Normal_07,128,MIT-Normal
35419,MIT-Normal_07,128,MIT-Normal
35485,MIT-Normal_07,128,MIT-Normal
35553,MIT-Normal_07,128,MIT-Normal
35620,MIT-Normal_07,128,MIT-Normal
35690,MIT-Normal_07,128,MIT-Normal
35758,MIT-Normal_07,128,MIT-Normal
35826,MIT-Normal_07,128,MIT-Normal
35896,MIT-Normal_07,128,MIT-Normal
35964,MIT-Normal_07,128,MIT-Normal
36032,MIT-Normal_07,128,MIT-Normal
36102,MIT-Normal_07,128,MIT-Normal
36171,MIT-Normal_07,128,MIT-Normal
36239,MIT-Normal_07,128,MIT-Normal
36309,MIT-Normal_07,128,MIT-Normal
36378,MIT-Normal_07,128,MIT-Normal
36446,MIT-Normal_07,128,MIT-Normal
36513,MIT-Normal_07,128,MIT-Normal
36582,MIT-Normal_07,128,MIT-Normal
36651,MIT-Normal_07,128,MIT-Normal
36720,MIT-Normal_07,128,MIT-Normal
36788,MIT-Normal_07,128,MIT-Normal
36856,MIT-Normal_07,128,MIT-Normal
36925,MIT-Normal_07,128,MIT-Normal
36994,MIT-Normal_07,128,MIT-Normal
37062,MIT-Normal_07,128,MIT-Normal
37130,MIT-Normal_07,128,MIT-Normal
37196,MIT-Normal_07,128,MIT-Normal
37262,MIT-Normal_07,128,MIT-Normal
37330,MIT-Normal_07,128,MIT-Normal
37396,MIT-Normal_07,128,MIT-Normal
37464,MIT-Normal_07,128,MIT-Normal
37531,MIT-Normal_07,128,MIT-Normal
37600,MIT-Normal_07,128,MIT-Normal
37669,MIT-Normal_07,128,MIT-Normal
37737,MIT-Normal_07,128,MIT-Normal
37805,MIT-Normal_07,128,MIT-Normal
